id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction
3145,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,45.0,Clean,Somewhat safe,Somewhat satsified
1616,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,140.0,Clean,Very safe,Somewhat satsified
2343,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,105.0,Somewhat clean,Very safe,Very satisfied
2455,Friday,ALASKA,SALT LAKE CITY,West US,Medium     ,Gates 1-12,2018-12-31,150.0,Average,Very safe,Somewhat satsified
1319,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,276.0,Clean,Very safe,Very satisfied
839,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,185.0,Somewhat clean,Very safe,Somewhat satsified
311,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,122.0,Somewhat clean,Somewhat safe,Somewhat satsified
2072,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,79.0,Clean,Very safe,Very satisfied
1228,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,59.99999999999989,Somewhat clean,Very safe,Somewhat satsified
773,Thursday,UNITED INTL,SAN JOSE DEL CABO,Canada/Mexico,    Small,Gates 91-102,2018-12-31,240.0,Somewhat clean,Very safe,Somewhat satsified
2666,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,132.0,Clean,Very safe,Very satisfied
2428,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,160.0,Clean,Somewhat safe,Very satisfied
1329,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub     ,Gates 91-102,2018-12-31,260.0,Clean,Very safe,Somewhat satsified
833,Sunday,ALASKA,NASHVILLE,Midwest US,Medium,Gates 50-59,2018-12-31,246.0,Clean,Very safe,Very satisfied
2583,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,123.0,Clean,Very safe,Very satisfied
3153,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 60-69,2018-12-31,74.9999999999999,Somewhat clean,Somewhat safe,Somewhat satsified
2780,Thursday,DELTA,ATLANTA,East US,Hub,Gates 40-48,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satsified
2471,Friday,ALASKA,SALT LAKE CITY,West US,Medium,Gates 1-12,2018-12-31,105.0,Somewhat clean,Neutral,Somewhat satsified
423,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat satsified
1855,Sunday,ALASKA,KAHULUI,West US,    Small,Gates 50-59,2018-12-31,175.0,Clean,Very safe,Very satisfied
2190,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,125.0,Average,Very safe,Neutral
3115,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,2018-12-31,157.0,Clean,Very safe,Somewhat satsified
1423,Saturday,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,2018-12-31,59.99999999999989,Somewhat clean,Very safe,Somewhat satsified
601,Thursday,JETBLUE,BOSTON,EAST US,    Large,Gates 1-12,2018-12-31,102.0,Average,Very safe,Neutral
2533,Saturday,JETBLUE,LONG BEACH,West US,Small     ,Gates 1-12,2018-12-31,108.0,Somewhat clean,Very safe,Somewhat satsified
939,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,210.0,Somewhat clean,Somewhat safe,Neutral
1266,Thursday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,2018-12-31,155.0,Clean,Somewhat safe,Somewhat satsified
359,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,120.0,Average,Somewhat safe,Neutral
934,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,180.0,Average,Somewhat safe,Somewhat satsified
1686,Saturday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,2018-12-31,275.0,Average,Neutral,Neutral
2078,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,112.0,Clean,Very safe,Somewhat satsified
1568,Wednesday,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,2018-12-31,150.0,Clean,Very safe,Somewhat satsified
2003,Friday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Clean,Neutral,Very satisfied
2414,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,250.0,Somewhat clean,Very safe,Very satisfied
1405,Saturday,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,2018-12-31,180.0,Somewhat clean,Very safe,Somewhat satsified
861,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,175.0,Clean,Neutral,Somewhat satsified
2710,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,240.0,Clean,Somewhat safe,Very satisfied
1730,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,180.0,Clean,Very safe,Somewhat satsified
2044,Friday,BRITISH AIRWAYS,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,180.0,Clean,Neutral,Somewhat satsified
894,Tuesday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,170.0,Clean,Somewhat safe,Neutral
1981,Friday,AIR FRANCE/KLM,AMSTERDAM,eur,Hub     ,Gates 1-12,2018-12-31,175.0,Clean,Somewhat safe,Very satisfied
2544,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,75.0,Somewhat clean,Neutral,Neutral
2512,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,139.0,Clean,Somewhat safe,Somewhat satsified
540,Thursday,ALASKA,PUERTO VALLARTA,Canada/Mexico,Small,Gates 50-59,2018-12-31,240.0,Somewhat clean,Very safe,Somewhat satsified
2339,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,95.0000000000001,Somewhat clean,Very safe,Somewhat satsified
453,Sunday,ALASKA,LAS VEGAS,West US,    Hub,Gates 50-59,2018-12-31,240.0,Clean,Neutral,Somewhat satsified
1344,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,80.0,Clean,Very safe,Very satisfied
1082,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,95.0000000000001,Somewhat clean,Very safe,Somewhat satsified
2686,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,2018-12-31,210.0,Average,Somewhat safe,Somewhat satsified
2809,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,90.0,Average,Neutral,Neutral
2356,Tuesday,JETBLUE,FT. LAUDERDALE,EAST US,Large     ,Gates 1-12,2018-12-31,131.0,Somewhat clean,Somewhat safe,Somewhat satsified
2071,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,2018-12-31,147.0,Somewhat clean,Very safe,Somewhat satsified
337,Wednesday,SOUTHWEST,PHOENIX,West US,    Hub,Gates 20-39,2018-12-31,150.0,Average,Somewhat safe,Neutral
1223,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,90.0,Somewhat clean,Very safe,Neutral
2931,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,105.0,Clean,Somewhat safe,Somewhat satsified
897,Tuesday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,220.0,Clean,Very safe,Very satisfied
2111,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,100.0,Clean,Somewhat safe,Somewhat satsified
1878,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satsified
2893,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,175.0,Average,Somewhat safe,Neutral
3043,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub     ,Gates 50-59,2018-12-31,230.0,Somewhat clean,Very safe,Somewhat satsified
369,Friday,ALASKA,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 50-59,2018-12-31,130.0,Somewhat clean,Very safe,Somewhat satsified
1720,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,150.0,Clean,Very safe,Somewhat satsified
2712,Tuesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,200.0,Somewhat clean,Very safe,Somewhat satsified
2135,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,94.9999999999998,Average,Very safe,Neutral
1384,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,2018-12-31,90.0,Somewhat clean,Very safe,Somewhat satsified
2895,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,160.0,Somewhat clean,Very safe,Somewhat satsified
804,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,155.0,Somewhat clean,Very safe,Neutral
2507,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,139.0,Average,Very safe,Somewhat satsified
992,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,220.0,Somewhat clean,Somewhat safe,Somewhat satsified
382,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,145.0,Clean,Somewhat safe,Neutral
625,Thursday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,65.0,Somewhat clean,Somewhat safe,Somewhat satsified
3110,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,94.9999999999998,Somewhat clean,Somewhat safe,Very satisfied
1535,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,275.0,Clean,Very safe,Somewhat satsified
1307,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,110.0,Clean,Somewhat safe,Very satisfied
760,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,120.0,Clean,Very safe,Very satisfied
2772,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,90.0,Somewhat clean,Very safe,Somewhat satsified
1802,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,205.0,Somewhat clean,Somewhat safe,Somewhat satsified
545,Thursday,EMIRATES,DUBAI,middle east,    Hub,Gates 1-12,2018-12-31,165.0,Average,Very safe,Somewhat satsified
1691,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,155.0,Average,Somewhat safe,Neutral
1495,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-01-01,179.0,Somewhat clean,Neutral,Neutral
362,Friday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,95.0000000000001,Clean,Very safe,Very satisfied
1442,Saturday,UNITED,PORTLAND,West US,    Medium,Gates 70-90,2018-12-31,340.0,Average,Very safe,Neutral
963,Friday,LUFTHANSA,MUNICH,eur,    Hub,Gates 91-102,2018-12-31,175.0,Somewhat clean,Very safe,Somewhat satsified
1401,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,2018-12-31,120.0,Clean,Very safe,Very satisfied
838,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,155.0,Average,Neutral,Neutral
3119,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,173.0,Somewhat clean,Very safe,Somewhat satsified
379,Friday,ALASKA,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 50-59,2018-12-31,105.0,Clean,Neutral,Somewhat satsified
3273,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,145.0,Somewhat clean,Very safe,Neutral
1831,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,285.0,Clean,Somewhat safe,Very satisfied
2719,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,130.0,Somewhat clean,Very safe,Somewhat satsified
2214,Thursday,SOUTHWEST,PHOENIX,West US,    Hub,Gates 20-39,2018-12-31,135.0,Somewhat dirty,Somewhat safe,Neutral
1818,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,275.0,Clean,Somewhat safe,Somewhat satsified
2623,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,165.0,Clean,Very safe,Very satisfied
1618,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,140.0,Average,Somewhat safe,Somewhat satsified
1241,Thursday,CHINA EASTERN,SHANGHAI,Asia,    Hub,Gates 1-12,2018-12-31,180.0,Somewhat clean,Neutral,Neutral
2588,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,83.0,Clean,Very safe,Very satisfied
1481,Wednesday,AVIANCA,SAN SALVADOR,Central/South America,Small,Gates 1-12,2018-12-31,175.0,Clean,Very safe,Very satisfied
2944,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,135.0,Clean,Very safe,Very satisfied
595,Thursday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,135.0,Clean,Very safe,Very satisfied
2074,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,229.0,Average,Very safe,Somewhat satsified
1284,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,185.0,Clean,Somewhat safe,Somewhat satsified
2129,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,970.0,Somewhat clean,Very safe,Somewhat satsified
1158,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,74.9999999999999,Somewhat clean,Somewhat safe,Somewhat satsified
2637,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,150.0,Clean,Very safe,Very satisfied
1359,Tuesday,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,2018-12-31,245.0,Somewhat clean,Very safe,Somewhat satsified
461,Sunday,UNITED,DALLAS-FT. WORTH,Midwest US,Hub,Gates 60-69,2018-12-31,246.0,Somewhat clean,Somewhat safe,Somewhat satsified
812,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,160.0,Somewhat clean,Neutral,Somewhat satsified
799,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satsified
1316,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,200.0,Somewhat clean,Somewhat safe,Somewhat satsified
401,Sunday,UNITED,HOUSTON-BUSH,Midwest US,    Hub,Gates 70-90,2018-12-31,272.0,Somewhat clean,Very safe,Somewhat satsified
3200,Sunday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,2018-01-01,210.0,Somewhat clean,Somewhat safe,Somewhat satsified
2536,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified
1591,Wednesday,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,2018-12-31,180.0,Clean,Very safe,Somewhat satsified
723,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,170.0,Somewhat clean,Somewhat safe,Somewhat satsified
1997,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,125.0,Somewhat clean,Very safe,Somewhat satsified
2572,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,105.0,Somewhat clean,Somewhat safe,Neutral
266,Friday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,175.0,Average,Neutral,Neutral
1039,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium     ,Gates 91-102,2018-12-31,245.0,Somewhat clean,Neutral,Neutral
2565,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,165.0,Clean,Very safe,Very satisfied
1692,Sunday,ALASKA,SANTA ANA,West US,Medium,Gates 50-59,2018-12-31,307.0,Somewhat dirty,Neutral,Neutral
1909,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,145.0,Clean,Somewhat safe,Very satisfied
3085,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,2018-12-31,82.0,Somewhat clean,Somewhat safe,Somewhat satsified
2643,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified
2182,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub     ,Gates 1-12,2018-12-31,885.0,Clean,Very safe,Somewhat satsified
793,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,165.0,Somewhat clean,Somewhat safe,Neutral
2188,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,2018-12-31,150.0,Clean,Very safe,Very satisfied
493,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,296.0,Somewhat clean,Neutral,Very satisfied
2515,Friday,ALASKA,SALT LAKE CITY,West US,Medium,Gates 1-12,2018-12-31,240.0,Average,Somewhat unsafe,Neutral
2079,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,89.00000000000021,Somewhat clean,Somewhat safe,Neutral
2833,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,93.0,Clean,Somewhat safe,Somewhat satsified
2722,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,195.0,Average,Somewhat safe,Somewhat satsified
2097,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub     ,Gates 91-102,2018-12-31,145.0,Somewhat clean,Somewhat safe,Somewhat satsified
2101,Tuesday,AMERICAN,PHOENIX,West US,Hub     ,Gates 50-59,2018-12-31,91.0000000000001,Clean,Very safe,Very satisfied
2774,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,160.0,Somewhat clean,Neutral,Somewhat satsified
2546,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,135.0,Somewhat clean,Somewhat safe,Somewhat satsified
1733,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,150.0,Somewhat clean,Very safe,Somewhat satsified
766,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,105.0,Somewhat clean,Neutral,Neutral
243,Thursday,UNITED,NASHVILLE,Midwest US,Medium     ,Gates 70-90,2018-12-31,80.0000000000002,Somewhat clean,Very safe,Very satisfied
2369,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,2018-12-31,136.0,Clean,Very safe,Somewhat satsified
709,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185.0,Average,Very safe,Neutral
1999,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,215.0,Clean,Very safe,Somewhat satsified
2360,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,105.0,Average,Somewhat safe,Somewhat satsified
1868,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,205.0,Somewhat clean,Very safe,Somewhat satsified
2547,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,72.9999999999999,Clean,Somewhat safe,Very satisfied
3051,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,395.0,Average,Somewhat safe,Somewhat satsified
2351,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,115.0,Clean,Very safe,Very satisfied
330,Friday,ALASKA,SAN DIEGO,West US,    Medium,Gates 50-59,2018-12-31,156.0,Somewhat clean,Somewhat safe,Somewhat satsified
2828,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,123.0,Clean,Very safe,Somewhat satsified
2421,Tuesday,UNITED,HONOLULU,West US,    Medium,Gates 70-90,2018-12-31,300.0,Clean,Very safe,Very satisfied
2404,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,250.0,Somewhat clean,Very safe,Somewhat satsified
968,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175.0,Somewhat clean,Somewhat safe,Somewhat satsified
1823,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,85.0,Somewhat clean,Neutral,Somewhat satsified
2155,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,125.0,Somewhat clean,Somewhat safe,Somewhat satsified
1165,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified
989,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,145.0,Clean,Very safe,Somewhat satsified
1606,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,170.0,Clean,Somewhat safe,Somewhat satsified
2179,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub     ,Gates 1-12,2018-12-31,270.0,Somewhat clean,Somewhat safe,Somewhat satsified
6,Tuesday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,2018-12-31,140.0,Clean,Very safe,Very satisfied
2811,Thursday,DELTA,LOS ANGELES,West US,    Hub,Gates 40-48,2018-12-31,85.0,Somewhat clean,Neutral,Neutral
1709,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,300.0,Clean,Very safe,Somewhat satsified
1464,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,120.0,Clean,Somewhat safe,Very satisfied
1852,Wednesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,110.0,Clean,Very safe,Very satisfied
2370,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,210.0,Somewhat clean,Very safe,Somewhat satsified
2116,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,220.0,Average,Somewhat safe,Somewhat satsified
1848,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,135.0,Somewhat clean,Neutral,Somewhat satsified
103,Tuesday,UNITED,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 70-90,2018-12-31,130.0,Somewhat clean,Very safe,Somewhat satsified
2983,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified
3140,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat satsified
2355,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satsified
2803,Tuesday,SOUTHWEST,PHOENIX,West US,    Hub,Gates 20-39,2018-12-31,90.0,Clean,Very safe,Somewhat satsified
2305,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,    Hub,Gates 1-12,2018-12-31,195.0,Somewhat clean,Very safe,Neutral
1156,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,59.99999999999989,Somewhat clean,Somewhat safe,Neutral
1447,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-01-01,209.0,Clean,Somewhat safe,Neutral
553,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,75.0,Somewhat clean,Somewhat safe,Somewhat satsified
2927,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satsified
3003,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,328.0,Clean,Somewhat safe,Very satisfied
1128,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,165.0,Clean,Somewhat safe,Somewhat satsified
3209,Tuesday,UNITED,SANTA BARBARA,West US,Small     ,Gates 70-90,2018-12-31,35.0,Average,Somewhat safe,Very unsatisfied
586,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,147.0,Somewhat clean,Very safe,Somewhat satsified
1763,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,205.0,Clean,Very safe,Somewhat satsified
275,Thursday,UNITED,LOS ANGELES,West US,Hub,Gates 70-90,2018-12-31,82.0,Average,Somewhat safe,Neutral
2587,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,127.0,Somewhat clean,Somewhat safe,Neutral
326,Thursday,UNITED,BURBANK,West US,Small     ,Gates 70-90,2018-12-31,100.0,Somewhat clean,Very safe,Somewhat satsified
305,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,115.0,Somewhat clean,Somewhat safe,Somewhat satsified
2373,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,2018-12-31,121.0,Clean,Somewhat safe,Somewhat satsified
1015,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,122.0,Average,Somewhat safe,Neutral
904,Friday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,120.0,Average,Neutral,Neutral
2303,Tuesday,UNITED,SAN ANTONIO,Midwest US,Medium,Gates 70-90,2018-12-31,120.0,Clean,Neutral,Somewhat satsified
599,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,162.0,Average,Very safe,Neutral
1363,Tuesday,UNITED INTL,PARIS-DE GAULLE,eur,Hub     ,Gates 91-102,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satsified
1715,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,105.0,Clean,Somewhat safe,Somewhat satsified
1565,Wednesday,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,2018-12-31,89.9999999999999,Average,Somewhat safe,Somewhat satsified
2441,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satsified
428,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,353.0,Somewhat clean,Somewhat safe,Somewhat satsified
